Value
B. ambrosia
B. ammannioides
B. anceps
B. andamanica
B. angustifolia
B. aptera
B. arcuatilabium
B. ariza
B. asiatica
B. aspera
B. atrosanguineum
B. aubertii
B. aurinuda
B. balansae
B. balsamifera
B. bambos
B. barbata
B. bariense
B. barthei
B. bataiensis
B. blepharistes
B. blumeana
B. boisiana
B. bracteata
B. brevipedunculata
B. bryoides
B. bullata
B. cadieri
B. callicarpa
B. cardinalis
B. careyanum
B. catenarium
B. ceiba
B. chevalieri
B. chinensis
B. clemensiorum
B. clipeibulbum
B. coelestis
B. concinnum
B. confertiflora
B. conoidea
B. cordifolia
B. coweniorum
B. crassiusculifolium
B. cristata
B. cucphuongensis
B. cylindrica
B. daucifolium
B. dayanum
B. densiflora
B. dissimulator
B. distachya
B. disticha
B. dongxingensis
B. eberhardtii
B. elongatum
B. emarginata
B. erosa
B. evrardii
B. falcata
B. ferruginea
B. ficifolia
B. finlaysoniana
B. fleuryi
B. flexuosa
B. floribunda
B. fruticosum
B. fungosa
B. furcatum
B. galeandra
B. glabra
B. glauca
B. glomerulata
B. guttata
B. hainla
B. hamiltonii
B. handelii
B. henryi
B. heracleifolia
B. heteroclita
B. hiepii
B. hieracifolia
B. hispida
B. holosericea
B. insigne
B. insignis
B. integrifolia
B. intermedia
B. involucrans
B. japonica
B. jatrophifolia
B. javanica
B. julianae
B. kanburiense
B. laevis
B. lakhonensis
B. laotica
B. laxiflorum
B. lemniscatoides
B. leprosa
B. longibrachiatum
B. luanii
B. macranthum
B. macrocarpa
B. macrophylla
B. macrostachya
B. malabarica
B. martabanica
B. martiniana
B. membranacea
B. mitis
B. moniliforme
B. monnieri
B. monosperma
B. murtonii
B. mutica
B. napifolia
B. nepalensis
B. ngoclinhensis
B. nigripetalum
B. nivea
B. obovalifoliosa
B. octandra
B. oleracea
B. orectopetalum
B. orientale
B. ornata
B. ornatissimum
B. ovata
B. pallida
B. paniculata
B. papyrifera
B. paraemarginatum
B. pauciflora
B. pectenveneris
B. pedatifida
B. penicilliloba
B. penicillium
B. pergamentacea
B. pertusa
B. philippensis
B. pinicolum
B. poilanei
B. polliculosum
B. porosa
B. porteri
B. procera
B. psittacoglossum
B. pusilla
B. pyrrhoclada
B. racemosa
B. rapa
B. refractum
B. repanda
B. retusa
B. robertsonii
B. rostrata
B. rotunda
B. roxburghiana
B. rufinum
B. saigonensis
B. sanitii
B. secundum
B. sensitivum
B. sexangula
B. siamensis
B. sigaldiae
B. sigaldii
B. sinensis
B. spadiciflorum
B. striata
B. subangustifolia
B. subcordata
B. subebulbum
B. subquadripara
B. sylvestris
B. tenuifolia
B. textilis
B. tixieri
B. tomentosa
B. tonkinensis
B. tortilis
B. tripartita
B. tripudians
B. tsangii
B. tulda
B. variabilis
B. variegata
B. veronicifolia
B. vidalii
B. vietnamense
B. villifolia
B. vinhphuensis
B. vulgaris
B. wallichii
B. xiphostachya
B. yunnanensis
B. flabellifer
B. longifolia
B. multiplex
Bauhinia acuminata
C. acicularis
C. acuminata
C. acuminatum
C. aeruginosa
C. agnes
C. alata
C. albida
C. alliiformis
C. aloifolium
C. alpinus
C. amabile
C. anamitica
C. andamanica
C. angustifolia
C. angustifolius
C. annamense
C. annamensis
C. annamitica
C. anthemoides
C. aphanolepis
C. appendiculata
C. aquatica
C. arabica
C. arachnoidea
C. arborea
C. argenteum
C. arietina
C. arietinum
C. aromatica
C. articulatus
C. asiatica
C. asiaticus
C. aspersum
C. assamica
C. atrivaginata
C. aurea
C. australis
C. axillaris
C. babakan
C. baccifera
C. bachmaensis
C. balansae
C. banaense
C. banksii
C. barathrophylla
C. barbata
C. bartramia
C. baviensis
C. bejolghota
C. beneolens
C. bengalense
C. bicolor
C. bicuspis
C. bifida
C. bilabiatum
C. birmanicum
C. blinii
C. bodinieri
C. boisii
C. bonii
C. bracteata
C. brevipes
C. brevipetiolatum
C. brunnea
C. caeruleum
C. caesia
C. calaba
C. camphora
C. cancellata
C. cannabina
C. capsularis
C. cardioglossa
C. caryocarpus
C. castaneus
C. caudata
C. caudatus
C. ceratacantha
C. cernuum
C. chantaburiense
C. chelidonii
C. chevalieri
C. chilangensis
C. chinense
C. chinensis
C. chingii
C. chloranthum
C. chloroclada
C. choboensis
C. chrysantha
C. ciliaris
C. ciliata
C. cinerea
C. clarkei
C. clavata
C. clovisii
C. coccinea
C. coccineus
C. cochinchinensis
C. coloratus
C. communis
C. composita
C. compressus
C. concinna
C. concinnus
C. constricta
C. controversa
C. corallina
C. corniculata
C. crassifolia
C. crepidioides
C. crevostii
C. crista
C. cristata
C. crochetii
C. cryptostachys
C. cucphuongensis
C. cucullata
C. culionensis
C. cumingianus
C. curvifolium
C. cuspidata
C. cuspidatus
C. cyanus
C. cytisoides
C. dactylon
C. dayanum
C. decapetala
C. densiflora
C. dichotoma
C. dissimilialata
C. distans
C. disticha
C. dodecamerus
C. dormoyana
C. drymophila
C. duyana
C. eberhardtii
C. eburneum
C. elata
C. elongata
C. elongatus
C. enervis
C. enneaphylla
C. ensiformis
C. equestre
C. erycibe
C. erythraeum
C. evrardii
C. exaltatus
C. exigua
C. exuperei
C. fansipanensis
C. fargesii
C. farinosa
C. fedia
C. fenestratum
C. ferruginea
C. filipeda
C. filipetala
C. finlaysonianum
C. flaccida
C. flava
C. flavescens
C. floribunda
C. formosana
C. formosum
C. forrestii
C. fruticosa
C. fuerstenbergianum
C. gaudichaudii
C. gibba
C. glauca
C. glomerulata
C. goeringii
C. gracilipes
C. gracilis
C. grandiflora
C. grandis
C. guinieri
C. hainanensis
C. halicacabum
C. hanamninhensis
C. hanceana
C. harmandii
C. hastata
C. hayatae
C. hebecarpa
C. henryi
C. heterocarpus
C. hirsuta
C. hirsutulus
C. hokouensis
C. hongkongensis
C. hookeri
C. horsfieldii
C. huettneriana
C. hybridum
C. hymenocarpa
C. hypoglauca
C. incana
C. indica
C. indicum
C. indochinensis
C. iners
C. infectoria
C. inophyllum
C. insignis
C. intermedia
C. iria
C. iridioides
C. jagus
C. japonica
C. japonicum
C. javana
C. javanica
C. javanicum
C. joufra
C. khoii
C. khuamak
C. kochiana
C. kongensis
C. konishii
C. krabas
C. kucyniakii
C. kunstleri
C. kurzii
C. laevigatus
C. lamontii
C. lanatum
C. lanceolata
C. langbianense
C. langbianensis
C. langsonensis
C. laoticum
C. latemarginale
C. latipetala
C. laurinum
C. lawrenceana
C. laxum
C. lecomtei
C. lecongkietii
C. leschenaultiana
C. leucantha
C. leucocephalus
C. lignea
C. lindstromii
C. lineare
C. linearilobatum
C. lineata
C. lockii
C. loloana
C. longa
C. longifolia
C. longipes
C. longipetiolata
C. longissima
C. lychnucha
C. lyi
C. macrocalyx
C. macrolepis
C. macrophylla
C. malipoensis
C. manghas
C. manillana
C. mannii
C. mariscus
C. maximum
C. medicaginea
C. mekongensis
C. menglaensis
C. metallica
C. metcalfiana
C. micholitzii
C. micracantha
C. minax
C. minor
C. minutum
C. mitrata
C. mollicoma
C. mollis
C. mollissima
C. montana
C. mooreana
C. moschata
C. motorius
C. multispicatus
C. murauchii
C. nana
C. nelmesii
C. neriifolia
C. nervosa
C. nhatrangensis
C. nigrovenius
C. nocturnum
C. nubigena
C. nubla
C. nutans
C. ochracea
C. octodentatum
C. odorata
C. officinale
C. officinalis
C. ohwii
C. oleifera
C. oligostachya
C. orbiculatus
C. orientalis
C. ornatum
C. ouonbiensis
C. ovalis
C. oxyphyllum
C. palala
C. palmata
C. paniculata
C. papilionacea
C. pareira
C. parishii
C. parviflora
C. pauciflorus
C. pectinata
C. pedicellata
C. pendulus
C. perpusilla
C. petelotii
C. phacota
C. phuquocensis
C. phyllostachya
C. pierrei
C. pilosus
C. piquetiana
C. piriformis
C. poilanei
C. polyadelphum
C. polyanthum
C. pontis
C. procera
C. procerus
C. procumbens
C. prolifera
C. prostrata
C. pruinosa
C. pteropus
C. puberula
C. pubescens
C. pubicosta
C. pubiflora
C. pumila
C. punctatum
C. purpureum
C. pygmaea
C. quadrangularis
C. quinquefolia
C. racemosa
C. radians
C. radiata
C. radula
C. recurvum
C. renda
C. repens
C. rhombifolia
C. rigida
C. rosmannii
C. roxburghii
C. rubella
C. rubidum
C. rufotomentosa
C. rumphiana
C. rupestris
C. sahuynhensis
C. sanderae
C. sativus
C. satsumensis
C. scabra
C. scarabaeoides
C. scopuligenus
C. scortechinii
C. seifrizii
C. semidecandrus
C. sepiaria
C. serrulata
C. setigerus
C. siamensis
C. sikkimensis
C. sinense
C. sinensis
C. spathulata
C. speciosa
C. spinosum
C. splendens
C. squarrosus
C. stellaris
C. stellatum
C. stenochila
C. stramentitia
C. striatum
C. stricta
C. stylosus
C. subcordata
C. subsericeum
C. subtetragona
C. subtropicum
C. subulata
C. subulatum
C. succedanea
C. sulphureus
C. sumatranum
C. sundaicum
C. symmetricupulata
C. tabularis
C. tardieuae
C. temulifolia
C. tenasserimensis
C. tenebrosum
C. tenuispica
C. ternatea
C. tetragona
C. tetragonoloba
C. tetralophum
C. thalictroides
C. thanmoiensis
C. thomsonii
C. thorelii
C. timorensis
C. tinctoria
C. tinctorius
C. tomentosus
C. tonkinense
C. tonkinensis
C. tortilis
C. torulosa
C. tranquebarica
C. trialatus
C. tribuloides
C. trichophylla
C. trigonum
C. triplicata
C. tsaii
C. umbellata
C. unilocularis
C. urens
C. vaga
C. valetonii
C. velutina
C. versicolor
C. verum
C. vestita
C. vestitum
C. vietnamensis
C. vietnamica
C. virescens
C. viscosa
C. vitellina
C. wrayi
C. wrightii
C. yunnanensis
C. zanthorrhiza
C. zeylanica
C. zeylanicum
C. zizanioides
C. zollingeri
C. angustifolia
C. calamitosum
C. cassia
C. ceratophorus
C. chinense
C. cochinchinense
C. colebrookianum
C. dongnaiensis
C. filiformis
C. flagellum
C. garrettianum
C. godefroyi
C. hookerianum
C. indicum
C. intermedium
C. lanessanii
C. lindleyi
C. longisepalum
C. mandarinorum
C. mitis
C. modestus
C. nucifera
C. orientalis
C. palmatolobatum
C. palustris
C. petasites
C. phuthoensis
C. radulosus
C. rudentum
C. sinensis
C. tamphianum
C. tenuis
C. thysanolepis
C. villosum
C. walkeri
D. abludens
D. acinaciforme
D. acuminata
D. acutifolium
D. aegyptium
D. alata
D. albayense
D. alborubra
D. amabile
D. annamense
D. annamensis
D. annulatum
D. aphyllum
D. assamica
D. auricomum
D. balansae
D. bangoiensis
D. barbata
D. barbatus
D. baudii
D. bejaudii
D. bellatulum
D. benthamii
D. bholua
D. bicornis
D. bidentata
D. bilocularis
D. bipinnata
D. blotianum
D. bonii
D. brandisiana
D. brevivenosa
D. brymerianum
D. bulbifera
D. bupleuroides
D. caesia
D. calcaratum
D. cambodiana
D. candenatensis
D. candolleana
D. cariniferum
D. cauliflora
D. cauliflorum
D. chapaense
D. chevalieri
D. chinensis
D. chingii
D. chlorostylum
D. choboensis
D. chrysanthemifolia
D. chrysanthum
D. chrysotoxum
D. citrea
D. clarkeana
D. cochinchinensis
D. collettii
D. columnaris
D. complanatum
D. concinnum
D. cruciata
D. crumenata
D. cultrata
D. cumulatum
D. cycnostyla
D. dantaniense
D. dasyphylla
D. decipiens
D. delacourii
D. delavayi
D. dentiger
D. depauperata
D. devonianum
D. dialoides
D. dictyoneura
D. dilatatum
D. dinhensis
D. dodecandra
D. dolichoides
D. draconis
D. dungii
D. dyeri
D. eberhardtii
D. ehretioides
D. elliptica
D. erecta
D. esculentum
D. exile
D. falcata
D. farmeri
D. ferruginea
D. filicaule
D. fleuryana
D. formosum
D. forrestii
D. frutescens
D. fumatus
D. fusca
D. fuscescens
D. glaucescens
D. goldieana
D. gracilentum
D. griffithianum
D. hainanense
D. hainanensis
D. haivanensis
D. hamatum
D. harveyanum
D. hasseltii
D. hayatae
D. hemsleyi
D. hendersonii
D. henryana
D. henryi
D. hercoglossum
D. heterocarpon
D. himalayense
D. hirsuta
D. hoaensis
D. horizontalis
D. hymenanthum
D. imbricatus
D. indicum
D. infundibulum
D. innoxia
D. involucrata
D. japonicus
D. jenkinsii
D. kaki
D. kamoonensis
D. khiriwongensis
D. kurzii
D. laevissimum
D. lanata
D. lanceifolia
D. lanceolaria
D. lanceolatum
D. langbianense
D. laotica
D. latiflorus
D. latifrons
D. laurifolia
D. laxiflorum
D. lecomtei
D. leonotis
D. linearis
D. lituiflorum
D. lobata
D. loddigesii
D. lomentaceum
D. longicornu
D. longifolia
D. longipedicellata
D. loureirii
D. ludens
D. macrocarpus
D. major
D. malabarica
D. mannii
D. marginata
D. martabanica
D. megaphyllum
D. membranaceus
D. minutihamata
D. mollicoma
D. mollis
D. morrisiana
D. multiflorum
D. nathanielis
D. nitida
D. nivea
D. nummularia
D. obtusifolius
D. oligophyllum
D. oliveri
D. ovalifolium
D. ovatifolius
D. pachyglossum
D. palpebrae
D. paludosum
D. paradoxa
D. parcum
D. parishii
D. parviflorum
D. pedunculosus
D. penangiana
D. pendulum
D. peperoides
D. perreticulata
D. petelotii
D. philippinensis
D. pinnata
D. pinnatifrons
D. poilanei
D. polysperma
D. pseudointricatum
D. pulchella
D. pulchellum
D. pulcher
D. pyrrhocarpa
D. quinhonensis
D. racemosus
D. regia
D. rhodocalyx
D. rimosa
D. robinsonii
D. robusta
D. rubrostriata
D. rugosum
D. salicifolia
D. salletii
D. schubertiae
D. scortechinii
D. secundum
D. setigera
D. simondii
D. sinensis
D. singaporensis
D. sinicus
D. sinuata
D. spatella
D. spathacea
D. splendida
D. stipulacea
D. stramonium
D. strictus
D. styracifolium
D. sylvatica
D. terminale
D. thyrsiflora
D. thyrsiflorum
D. tonkienensis
D. tonkinensis
D. tortuosum
D. transparens
D. trilobus
D. truncata
D. truncatum
D. tuberculatus
D. tueanum
D. umbellatum
D. undulata
D. unicum
D. urentissima
D. variegata
D. velutinum
D. velutipes
D. venosus
D. venustum
D. vera
D. villosa
D. volubilis
D. wallichiana
D. wardianum
D. williamsonii
D.lindleyi
D. alata
D. esculenta
D. giganteus
D. longan
D. pallens
D. sanderiana
E. abyssinica
E. acanthoxanthus
E. acicularis
E. acoroides
E. acuminata
E. acuminatum
E. agallocha
E. alsinoides
E. angulatum
E. annamense
E. antiquorum
E. apertiflora
E. apiculatus
E. atoto
E. atropurpurea
E. atropurpureum
E. australe
E. balansae
E. bidupensis
E. blanda
E. bonii
E. bractescens
E. brevifolium
E. brownianum
E. callifolium
E. camaldulensis
E. canadensis
E. cannabinum
E. carinata
E. cerasifolia
E. chinense
E. ciliaris
E. ciliata
E. clarkei
E. clausa
E. cochinchinensis
E. colona
E. communis
E. congesta
E. coracana
E. coronaria
E. crus-pavonis
E. cuneatum
E. cupreata
E. cyathophora
E. cylindrica
E. delavayi
E. dichotoma
E. distichophylla
E. divaricata
E. donnaiensis
E. duthiei
E. echinulatum
E. elliptilimba
E. ferruginea
E. fimbriata
E. flava
E. floribunda
E. floribundus
E. fluctuans
E. foetidum
E. fordii
E. fortunei
E. frumentacea
E. gagnepainii
E. geniculata
E. giganteum
E. glabrescens
E. glandulosa
E. glaucum
E. globulifera
E. grandiflorum
E. grandiflorus
E. guineensis
E. hainanensis
E. henryanum
E. henryi
E. heterophylla
E. hieracifolia
E. hirsuta
E. hirta
E. hookerianum
E. horsfieldii
E. hygrophilus
E. indica
E. integrifolium
E. involucratum
E. japonica
E. japonicum
E. japonicus
E. krempfii
E. labuanum
E. lactiflora
E. lanceifolius
E. lanigerum
E. laotica
E. lasiopetala
E. latifolia
E. laxiflorus
E. leschenaultiana
E. leucocarpa
E. limitaneus
E. longifolia
E. macrobulbon
E. macrocerus
E. maculata
E. marginatum
E. megacephalum
E. megalocheilos
E. minor
E. mollis
E. multifolius
E. muricata
E. nautiliforme
E. nigra
E. nitentifolius
E. nodiflorus
E. obliquus
E. oppositifolia
E. oryzetorum
E. oxypetalum
E. pachyphylla
E. pannea
E. parviflora
E. parvula
E. pentagyna
E. petelotii
E. phaeothrix
E. pilosa
E. poilanei
E. polystachya
E. populnea
E. prostrata
E. prunifolia
E. pulchellum
E. pulcherrima
E. pulverulenta
E. quinquangulare
E. ramosissimum
E. retroflexa
E. robusta
E. ruber
E. rubescens
E. rupestre
E. scabra
E. scabriculme
E. schmidtii
E. serpens
E. serrata
E. sessiliflora
E. sexangulare
E. siletianus
E. simondii
E. speciosa
E. spicatus
E. stenophylla
E. stipularis
E. stricta
E. tectorius
E. tenuiflora
E. tetragonoclada
E. tetragonum
E. tetraquetra
E. thymifolia
E. tomentosa
E. tonkinensis
E. tremula
E. trigona
E. truncatum
E. tsingpienensis
E. variegata
E. villosa
E. viride
E. viscosa
E. winitiana
F. acicularis
F. acuminatissimum
F. adenolepis
F. affinis
F. albopurpurea
F. alboviridis
F. altissima
F. annulata
F. aurata
F. auriculata
F. bancana
F. bicolor
F. binnendijkii
F. bisumbellata
F. bracteata
F. callosa
F. chartacea
F. cinnamometorum
F. collignonii
F. colorata
F. convolvulus
F. crenulata
F. cupreonitens
F. cymosa
F. dichotomoides
F. disticha
F. drupacea
F. eragrostis
F. erecta
F. fenestrata
F. floribunda
F. forcipata
F. formosana
F. fusca
F. geniculata
F. glandulifera
F. griffithii
F. heterophylla
F. hirta
F. hybrida
F. indica
F. insignis
F. involucrata
F. ischnopoda
F. laevis
F. lasiophylla
F. latifolium
F. macrophylla
F. malayana
F. microcarpa
F. microcarya
F. montana
F. nelmesii
F. oblonga
F. obscura
F. oldhamii
F. orthoneura
F. pauciflora
F. petelotii
F. pilosa
F. polyanthoides
F. polytrichoides
F. prostrata
F. quinquangularis
F. racemosa
F. refracta
F. retusa
F. rigidula
F. ritaeana
F. rufinerve
F. sarmentosa
F. scaberrima
F. scandens
F. semarangensis
F. shangtzeense
F. simplicissima
F. spirei
F. stenophylla
F. stolonifera
F. stricta
F. strictum
F. subcordata
F. sumatrana
F. superba
F. tenuicula
F. thomsonii
F. thorelii
F. tinctoria
F. tristachya
F. tuphapensis
F. variolosa
F. vietnamensis
F. villosissimum
F. vulgare
F. rumphii
G. adspersa
G. affine
G. albiflorus
G. angustifolius
G. annamensis
G. arborea
G. arboreum
G. argutum
G. asiatica
G. aurantiaca
G. balansae
G. bilamellata
G. calyptratum
G. chartaceus
G. chinensis
G. cissiformis
G. coccineum
G. cochinchinensis
G. colaniae
G. compacta
G. congener
G. crinitum
G. cristata
G. cuspidatum
G. daltonii
G. densiflorum
G. divaricata
G. diversifolia
G. donnaiensis
G. elliptica
G. expansus
G. fagraeoides
G. fera
G. foliosa
G. fragrantissima
G. gabriacianus
G. gaudichaudii
G. gigantiflora
G. globosa
G. globulifera
G. glomerulatum
G. gnemon
G. gracilipes
G. griffithii
G. hainanensis
G. hederacea
G. hirsutum
G. hispida
G. javanicum
G. junghuhniana
G. lanessanii
G. langsonensis
G. lasiosora
G. latifolia
G. latifolium
G. laurifolius
G. laxum
G. leiocarpus
G. littorale
G. littoralis
G. lucidum
G. lycopersicifolia
G. marantina
G. megalocarpa
G. merguensis
G. mollis
G. multiculmis
G. multiovulatus
G. nepalense
G. nervosa
G. niveum
G. obliquus
G. oblongifolia
G. oligandra
G. oliveri
G. parvifolium
G. pendula
G. pensilis
G. pentandra
G. piloselloides
G. pilosum
G. pinnata
G. pleuropteris
G. polygama
G. prostrata
G. pulchella
G. punctata
G. quadrifida
G. recurvum
G. rhombodoides
G. robusta
G. rosea
G. rubrum
G. sepium
G. sessilifolia
G. siamensis
G. stangeana
G. strobilinum
G. superba
G. sylvestre
G. takhtajanii
G. talmyanum
G. tenuiflora
G. tenuifolius
G. tetrandra
G. thoreliana
G. thorelii
G. tristis
G. ulmifolia
G. undulatus
G. uralensis
G. urenifolia
G. velutina
G. vinhphuica
G. viridiflora
G. wightii
G. condorensis
G. coronaria
G. maderaspatana
G. max
G. siamensis
H. acuifera
H. acutangula
H. affinis
H. alongense
H. alternata
H. altissima
H. amesianum
H. angustifolia
H. annuus
H. arborea
H. arietina
H. arifolia
H. aspera
H. aurea
H. badium
H. beccarii
H. benthamiana
H. biaristatum
H. bihai
H. borneensis
H. brachiata
H. calophylla
H. candicans
H. carinata
H. carnosa
H. cavaleriei
H. ceylanicum
H. chapaensis
H. chinensis
H. coccineum
H. commelinifolia
H. contortus
H. courbaril
H. crenatum
H. delavayi
H. denticulatum
H. diplandra
H. dubia
H. ellipticifolia
H. ellipticum
H. elongata
H. erostrata
H. ferrea
H. filipendula
H. fimbriatum
H. fusca
H. gardnerianum
H. gigantea
H. godefroyi
H. grandiflorum
H. hainanensis
H. hanhiae
H. helferi
H. hemsleyanum
H. himalaica
H. hirsuta
H. japonicum
H. kingii
H. kurzii
H. liangii
H. lindleyana
H. lobata
H. longiflora
H. lucida
H. lupulus
H. macrophylla
H. macrophyllus
H. mancinella
H. mandersii
H. marifolium
H. mekongense
H. minor
H. multiflora
H. mutabilis
H. oblongifolia
H. ohwianum
H. paniculata
H. parasitica
H. parishii
H. perforata
H. petelotii
H. phlegmaria
H. pierrei
H. pinifolia
H. platycladum
H. praetermissa
H. procumbens
H. pubescens
H. reniformis
H. reticulata
H. reticulatum
H. retusa
H. rosa-sinensis
H. rostellifera
H. rumphii
H. sanhan
H. scandens
H. septemnervia
H. siamica
H. sinensis
H. speciosa
H. stenopetalum
H. surattensis
H. tibeticum
H. tiliaceus
H. tonkinensis
H. uncinella
H. undatus
H. uniflora
H. viridiflora
H. viscida
H. wangii
H. wilfordii
H. cauliflora
H. excelsa
H. grandifolia
H. hainanensis
H. macrocarpa
H. nilagirica
H. robusta
Hiepia corymbosa
Hoa hiênH. fulva
I. aralensis
I. ascendens
I. atropurpurea
I. australe
I. bacquangensis
I. balansae
I. cairica
I. caloneura
I. carnea
I. celebica
I. chapaensis
I. chinensis
I. cinerea
I. cochinchinensis
I. coetsa
I. colutea
I. crenata
I. cylindrica
I. debilis
I. difengpi
I. eberhardtii
I. galegoides
I. globosa
I. glomerata
I. gracilis
I. hederifolia
I. herbstii
I. hirsuta
I. hispida
I. indica
I. involucrata
I. kaushue
I. kunthiana
I. linnaei
I. lophanthoides
I. maclurei
I. macrantha
I. macranthum
I. makinoana
I. malayana
I. memecylifolia
I. miliacea
I. nigrescens
I. odorata
I. orientalis
I. pachyphyllum
I. pallens
I. parvifolium
I. petelotii
I. polygonoides
